Review Rating,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Payment Method,Shipping Type,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
4.1,49,Male,Sweater,80,Iowa,M,Orange,Spring,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,10,PayPal,Weekly
2.7,32,Male,Sweater,100,Iowa,XL,Charcoal,Winter,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months
4.9,40,Male,Jacket,77,Colorado,L,Turquoise,Spring,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,2,Bank Transfer,Quarterly
4.0,25,Male,Shorts,78,California,L,Yellow,Spring,Yes,PayPal,Store_Pickup,Store_Pickup,Yes,Yes,38,PayPal,Monthly
4.7,70,Male,Socks,94,Indiana,M,White,Spring,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,20,Debit Card,Monthly
2.8,69,Male,Socks,23,South Carolina,M,Gray,Fall,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,5,Cash,Every 3 Months
4.9,45,Male,Hoodie,20,Wisconsin,S,Blue,Winter,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,9,Venmo,Annually
4.2,29,Male,Socks,86,Washington,S,Maroon,Fall,Yes,PayPal,Express,Express,Yes,Yes,48,Debit Card,Every 3 Months
3.0,47,Male,Boots,60,South Dakota,M,Violet,Fall,Yes,Debit Card,Standard,Standard,Yes,Yes,9,Debit Card,Quarterly
3.4,28,Male,Shirt,70,Minnesota,M,Orange,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,40,PayPal,Annually
4.6,64,Male,Belt,39,Alaska,S,Turquoise,Fall,Yes,Credit Card,Standard,Standard,Yes,Yes,30,Venmo,Fortnightly
4.2,47,Male,Backpack,37,Kentucky,L,Olive,Fall,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,6,Debit Card,Bi-Weekly
3.2,60,Male,Boots,29,North Dakota,M,Brown,Fall,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,42,Venmo,Every 3 Months
4.4,67,Male,Coat,35,Alaska,S,Green,Winter,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,9,PayPal,Every 3 Months
2.5,35,Male,Hoodie,83,Oklahoma,S,Brown,Winter,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,6,Debit Card,Monthly
3.6,30,Male,Shoes,77,Delaware,M,Silver,Summer,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,47,PayPal,Quarterly
4.5,23,Male,Shoes,37,Montana,XL,White,Summer,Yes,PayPal,Store_Pickup,Store_Pickup,Yes,Yes,36,Venmo,Annually
3.4,70,Male,Jewelry,69,Alaska,L,Gold,Summer,Yes,Bank Transfer,Standard,Standard,Yes,Yes,19,Bank Transfer,Fortnightly
3.2,21,Male,Dress,66,California,L,Green,Winter,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,30,Cash,Every 3 Months
4.2,51,Male,Boots,26,Massachusetts,L,Teal,Spring,Yes,Cash,Standard,Standard,Yes,Yes,27,Debit Card,Every 3 Months
5.0,22,Male,Hat,63,South Carolina,M,Charcoal,Spring,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,25,Venmo,Monthly
4.7,32,Male,Backpack,38,West Virginia,M,Maroon,Summer,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,5,Cash,Fortnightly
4.2,37,Male,Shoes,58,Oregon,L,Lavender,Summer,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,10,Cash,Every 3 Months
3.4,31,Male,Handbag,46,Massachusetts,L,Green,Winter,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,26,PayPal,Every 3 Months
4.4,44,Male,Sunglasses,92,West Virginia,S,Pink,Fall,Yes,Bank Transfer,Store_Pickup,Store_Pickup,Yes,Yes,11,Credit Card,Every 3 Months
4.2,40,Male,Hat,32,California,XL,Charcoal,Winter,Yes,Debit Card,Standard,Standard,Yes,Yes,17,Bank Transfer,Weekly
4.5,27,Male,Scarf,90,Colorado,M,Blue,Spring,Yes,Credit Card,Standard,Standard,Yes,Yes,44,PayPal,Monthly
2.8,47,Male,Hoodie,23,Indiana,L,Purple,Fall,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,44,Cash,Monthly
3.3,41,Male,Backpack,25,Delaware,S,Gold,Fall,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,21,Venmo,Every 3 Months
4.6,51,Male,Sweater,54,Ohio,L,Purple,Fall,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,49,Credit Card,Fortnightly
2.5,53,Male,Shorts,72,Oklahoma,M,Charcoal,Summer,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months
4.7,43,Male,Scarf,33,California,M,Black,Winter,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,19,Cash,Monthly
4.6,67,Male,Hat,43,New Hampshire,L,Lavender,Fall,Yes,PayPal,Express,Express,Yes,Yes,33,Credit Card,Quarterly
2.6,61,Male,Coat,51,Pennsylvania,L,Lavender,Fall,Yes,Cash,Standard,Standard,Yes,Yes,46,Cash,Bi-Weekly
4.0,68,Male,Jewelry,85,Idaho,M,Lavender,Winter,Yes,Cash,Standard,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
2.6,67,Male,Sandals,100,Maryland,L,Olive,Summer,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,23,Venmo,Annually
4.6,29,Male,Gloves,72,Pennsylvania,L,Teal,Spring,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,38,Credit Card,Every 3 Months
2.6,50,Male,Backpack,57,Colorado,M,Maroon,Fall,Yes,Debit Card,Standard,Standard,Yes,Yes,2,Bank Transfer,Quarterly
4.0,61,Male,Jacket,94,Indiana,L,Cyan,Spring,Yes,Credit Card,Express,Express,Yes,Yes,21,Debit Card,Bi-Weekly
4.6,19,Male,Backpack,34,Nebraska,M,Charcoal,Summer,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,1,Debit Card,Every 3 Months
3.7,33,Male,Backpack,89,Rhode Island,M,Black,Fall,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,10,Venmo,Every 3 Months
4.4,51,Male,Sunglasses,27,Kansas,S,Red,Fall,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,45,Credit Card,Weekly
4.0,69,Male,Socks,63,Georgia,S,Peach,Spring,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,44,Bank Transfer,Fortnightly
4.7,19,Male,Shoes,70,Nevada,M,White,Fall,Yes,Bank Transfer,Standard,Standard,Yes,Yes,48,PayPal,Bi-Weekly
3.4,55,Male,Pants,87,South Carolina,XL,Pink,Fall,Yes,Venmo,Express,Express,Yes,Yes,21,PayPal,Annually
4.0,49,Male,Jewelry,79,Delaware,M,Red,Fall,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,1,Venmo,Weekly
3.9,31,Male,Sunglasses,79,New Hampshire,M,Indigo,Spring,Yes,Credit Card,Standard,Standard,Yes,Yes,10,Venmo,Annually
4.1,42,Male,Sandals,44,Oregon,L,Black,Winter,Yes,Venmo,Express,Express,Yes,Yes,24,PayPal,Monthly
3.7,69,Male,Sweater,85,Massachusetts,M,White,Fall,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,29,Credit Card,Monthly
4.7,26,Male,Shoes,90,Vermont,L,Beige,Spring,Yes,Bank Transfer,Standard,Standard,Yes,Yes,11,Debit Card,Annually
4.3,41,Male,Jewelry,94,Mississippi,S,Silver,Fall,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,33,Debit Card,Annually
4.1,55,Male,Boots,68,Washington,S,Violet,Summer,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,27,Cash,Fortnightly
3.9,35,Male,Backpack,51,Wyoming,M,Red,Winter,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,19,Venmo,Fortnightly
2.9,66,Male,Sandals,33,Minnesota,M,Orange,Spring,Yes,Bank Transfer,Express,Express,Yes,Yes,50,Debit Card,Quarterly
3.9,36,Male,Sneakers,60,Ohio,M,Teal,Summer,Yes,Bank Transfer,Standard,Standard,Yes,Yes,46,PayPal,Weekly
4.3,27,Male,Hoodie,59,South Carolina,M,Brown,Fall,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,28,Cash,Quarterly
2.8,41,Male,Handbag,30,Wisconsin,M,Indigo,Summer,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
3.4,21,Male,Sweater,20,Tennessee,M,Cyan,Winter,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,46,Cash,Fortnightly
2.7,53,Male,Sandals,20,Maryland,S,Blue,Summer,Yes,Venmo,Express,Express,Yes,Yes,41,PayPal,Monthly
4.0,54,Male,Dress,24,Mississippi,L,Olive,Spring,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,50,Credit Card,Annually
4.4,53,Male,Skirt,88,Minnesota,M,Gray,Summer,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,28,Debit Card,Fortnightly
3.9,47,Male,Blouse,78,Alaska,M,Red,Winter,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,23,Credit Card,Every 3 Months
2.8,64,Male,Skirt,25,Arkansas,L,Red,Spring,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
3.2,18,Male,Sweater,57,Oregon,XL,Green,Winter,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,10,Bank Transfer,Every 3 Months
4.3,68,Male,Backpack,93,Louisiana,S,Blue,Summer,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,37,Cash,Weekly
4.2,62,Male,Hoodie,42,Oklahoma,S,Purple,Summer,Yes,Credit Card,Express,Express,Yes,Yes,15,Venmo,Bi-Weekly
4.9,51,Male,Boots,54,Indiana,XL,Pink,Spring,Yes,Debit Card,Standard,Standard,Yes,Yes,19,Venmo,Bi-Weekly
3.7,54,Male,Blouse,70,Mississippi,XL,Charcoal,Summer,Yes,Bank Transfer,Express,Express,Yes,Yes,23,Credit Card,Fortnightly
4.1,22,Male,Hoodie,31,Michigan,M,Brown,Winter,Yes,Bank Transfer,Store_Pickup,Store_Pickup,Yes,Yes,35,Credit Card,Weekly
4.2,53,Male,Pants,93,Delaware,L,Orange,Spring,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,33,PayPal,Every 3 Months
3.9,34,Male,Gloves,40,Florida,M,Magenta,Spring,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,12,Bank Transfer,Annually
2.9,32,Male,Hat,32,Arkansas,L,Yellow,Summer,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,41,Venmo,Fortnightly
3.1,64,Male,Sunglasses,27,Minnesota,M,Beige,Winter,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,27,Venmo,Weekly
3.6,20,Male,Scarf,68,North Dakota,M,Olive,Winter,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,45,Cash,Fortnightly
4.4,24,Male,Handbag,59,California,L,Gray,Summer,Yes,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,23,Venmo,Annually
3.1,20,Male,Handbag,36,Mississippi,S,Purple,Fall,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,19,Venmo,Monthly
3.9,42,Male,Jeans,23,Pennsylvania,M,Beige,Summer,Yes,Debit Card,Standard,Standard,Yes,Yes,6,PayPal,Quarterly
4.3,48,Male,Jacket,80,Arizona,M,White,Winter,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,6,PayPal,Quarterly
4.9,62,Male,Backpack,37,Louisiana,S,White,Fall,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,20,Venmo,Weekly
3.6,62,Male,Shorts,52,Virginia,S,Gold,Spring,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,8,Cash,Weekly
5.0,50,Male,Coat,79,Montana,M,Olive,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,39,Credit Card,Quarterly
4.1,57,Male,Shirt,68,Iowa,XL,Green,Fall,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,39,Credit Card,Quarterly
2.8,24,Male,Gloves,98,Illinois,L,Magenta,Fall,Yes,Debit Card,Express,Express,Yes,Yes,39,Venmo,Bi-Weekly
4.7,59,Male,Dress,83,Alaska,M,Charcoal,Fall,Yes,Cash,Express,Express,Yes,Yes,23,Credit Card,Monthly
4.4,63,Male,Pants,83,Colorado,M,Indigo,Winter,Yes,Cash,Express,Express,Yes,Yes,41,PayPal,Bi-Weekly
4.9,41,Male,Pants,55,New Mexico,M,Peach,Spring,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,50,Credit Card,Annually
3.1,35,Male,Hoodie,26,Colorado,L,Turquoise,Winter,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,30,Debit Card,Quarterly
2.6,34,Male,Sunglasses,76,Arizona,S,Blue,Winter,Yes,Debit Card,Standard,Standard,Yes,Yes,32,Bank Transfer,Quarterly
2.9,49,Male,T-shirt,85,Hawaii,S,Turquoise,Fall,Yes,Credit Card,Express,Express,Yes,Yes,35,Bank Transfer,Monthly
3.3,43,Male,Jacket,89,Illinois,M,Gray,Spring,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,45,Venmo,Bi-Weekly
4.8,63,Male,Sweater,41,Louisiana,XL,Purple,Spring,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,37,Cash,Bi-Weekly
4.7,38,Male,Jacket,30,Iowa,L,Black,Winter,Yes,PayPal,Express,Express,Yes,Yes,45,Cash,Weekly
3.3,59,Male,Socks,53,Washington,M,Peach,Winter,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,29,Cash,Quarterly
4.2,35,Male,Shirt,66,Oklahoma,M,Indigo,Spring,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,27,Venmo,Bi-Weekly
4.7,48,Male,Jewelry,33,Washington,XL,Beige,Winter,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,36,Bank Transfer,Annually
2.6,64,Male,Sunglasses,86,Arkansas,M,Yellow,Spring,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,9,Cash,Annually
2.9,28,Male,Pants,60,Connecticut,M,Peach,Winter,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,38,Venmo,Bi-Weekly
2.7,60,Male,Socks,62,Washington,S,Turquoise,Summer,Yes,PayPal,Express,Express,Yes,Yes,41,PayPal,Annually
3.3,27,Male,Blouse,74,Maine,M,Teal,Fall,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,25,Debit Card,Every 3 Months
3.4,56,Male,Sandals,95,Michigan,M,Turquoise,Fall,Yes,PayPal,Express,Express,Yes,Yes,37,Venmo,Fortnightly
4.2,58,Male,Sneakers,25,Tennessee,M,Magenta,Spring,Yes,Venmo,Express,Express,Yes,Yes,3,PayPal,Annually
3.8,30,Male,Shirt,59,Louisiana,XL,Purple,Winter,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,24,Credit Card,Every 3 Months
4.0,23,Male,Jacket,29,Missouri,M,Brown,Summer,Yes,Debit Card,Standard,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
2.7,33,Male,Sandals,36,Michigan,S,Violet,Winter,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,3,Bank Transfer,Monthly
4.7,63,Male,Hat,82,Alabama,M,Yellow,Summer,Yes,Bank Transfer,Express,Express,Yes,Yes,42,Debit Card,Monthly
3.5,70,Male,Blouse,71,Massachusetts,XL,Magenta,Winter,Yes,Credit Card,Standard,Standard,Yes,Yes,32,Cash,Fortnightly
3.0,70,Male,Sweater,35,Indiana,L,Beige,Fall,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,33,Venmo,Fortnightly
3.3,19,Male,Gloves,38,West Virginia,XL,Turquoise,Winter,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,46,Bank Transfer,Quarterly
4.7,25,Male,Scarf,59,Michigan,S,Peach,Summer,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,44,Venmo,Monthly
4.7,19,Male,Hoodie,91,Pennsylvania,M,Orange,Summer,Yes,Cash,Express,Express,Yes,Yes,35,Credit Card,Every 3 Months
4.8,25,Male,Shorts,68,Alaska,XL,Red,Spring,Yes,Bank Transfer,Standard,Standard,Yes,Yes,45,Bank Transfer,Weekly
2.9,60,Male,Backpack,21,Massachusetts,L,Silver,Summer,Yes,Credit Card,Standard,Standard,Yes,Yes,37,PayPal,Bi-Weekly
4.0,35,Male,Sunglasses,95,North Dakota,M,Cyan,Spring,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,40,Debit Card,Every 3 Months
3.1,46,Male,Shorts,52,Vermont,L,Turquoise,Spring,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,30,Cash,Every 3 Months
3.5,41,Male,Dress,21,Kentucky,S,Charcoal,Fall,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,38,Venmo,Every 3 Months
3.7,30,Male,Shorts,67,Nevada,XL,Peach,Summer,Yes,Bank Transfer,Next_Day_Air,Next_Day_Air,Yes,Yes,15,Debit Card,Every 3 Months
2.8,44,Male,Belt,42,Utah,L,Green,Fall,Yes,Bank Transfer,Standard,Standard,Yes,Yes,49,Cash,Monthly
4.6,61,Male,Scarf,63,North Dakota,XL,Brown,Summer,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,40,Debit Card,Quarterly
3.8,55,Male,Boots,41,Iowa,M,Yellow,Winter,Yes,PayPal,Standard,Standard,Yes,Yes,40,Debit Card,Weekly
2.6,50,Male,Handbag,46,Connecticut,M,Charcoal,Fall,Yes,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,5,PayPal,Weekly
4.1,57,Male,Pants,79,Wisconsin,L,Olive,Winter,Yes,Venmo,Standard,Standard,Yes,Yes,5,PayPal,Monthly
3.3,51,Male,Boots,90,Idaho,L,Red,Fall,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,5,Debit Card,Every 3 Months
3.4,18,Male,Shirt,71,Montana,M,White,Winter,Yes,Bank Transfer,Store_Pickup,Store_Pickup,Yes,Yes,1,Cash,Weekly
3.0,63,Male,Dress,87,Connecticut,L,Pink,Summer,Yes,Debit Card,Standard,Standard,Yes,Yes,21,Venmo,Weekly
3.2,34,Male,Hoodie,66,Idaho,S,Black,Spring,Yes,Venmo,Express,Express,Yes,Yes,18,PayPal,Annually
4.5,25,Male,Pants,90,Arkansas,XL,Indigo,Summer,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,49,Cash,Quarterly
4.8,46,Male,Jeans,47,Iowa,L,Turquoise,Summer,Yes,Venmo,Express,Express,Yes,Yes,27,Debit Card,Weekly
3.7,59,Male,Shirt,38,Louisiana,L,Purple,Spring,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,21,Venmo,Annually
3.4,37,Male,Backpack,50,Kentucky,L,Beige,Summer,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,19,Cash,Fortnightly
4.6,49,Male,Jacket,79,Massachusetts,L,Charcoal,Summer,Yes,Debit Card,Standard,Standard,Yes,Yes,23,Debit Card,Monthly
4.1,22,Male,Scarf,91,Virginia,L,Turquoise,Spring,Yes,Bank Transfer,Standard,Standard,Yes,Yes,26,PayPal,Fortnightly
3.5,64,Male,Boots,60,New Hampshire,M,Maroon,Spring,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
3.8,42,Male,Blouse,81,New Hampshire,XL,Black,Summer,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,36,Bank Transfer,Quarterly
2.6,37,Male,Hoodie,90,Oregon,M,Lavender,Summer,Yes,Bank Transfer,Express,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
4.4,26,Male,Jacket,70,South Dakota,M,Magenta,Fall,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,40,Debit Card,Fortnightly
2.6,33,Male,Jeans,63,Delaware,L,Green,Spring,Yes,Venmo,Express,Express,Yes,Yes,37,Debit Card,Quarterly
3.6,30,Male,Jewelry,29,Missouri,M,Olive,Spring,Yes,PayPal,Express,Express,Yes,Yes,9,Venmo,Bi-Weekly
4.2,21,Male,Socks,90,Alaska,L,Green,Spring,Yes,Debit Card,Express,Express,Yes,Yes,7,Venmo,Every 3 Months
4.6,22,Male,Shirt,22,Florida,M,Peach,Summer,Yes,Bank Transfer,Standard,Standard,Yes,Yes,25,Bank Transfer,Annually
3.3,63,Male,Shorts,22,Mississippi,L,Turquoise,Summer,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,42,Venmo,Bi-Weekly
3.4,33,Male,Jewelry,62,New Mexico,L,Orange,Fall,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,19,Debit Card,Weekly
4.4,43,Male,Blouse,57,California,L,Silver,Summer,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,41,Debit Card,Every 3 Months
4.3,27,Male,Sweater,32,Wyoming,S,Blue,Summer,Yes,PayPal,Store_Pickup,Store_Pickup,Yes,Yes,50,Cash,Bi-Weekly
3.5,35,Male,Jewelry,53,Missouri,L,Cyan,Fall,Yes,Cash,Express,Express,Yes,Yes,43,PayPal,Monthly
4.7,37,Male,T-shirt,79,New Hampshire,XL,Green,Fall,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,36,Venmo,Every 3 Months
3.1,61,Male,Hat,61,Texas,L,Silver,Winter,Yes,Cash,Standard,Standard,Yes,Yes,33,Debit Card,Fortnightly
3.6,32,Male,Shorts,78,North Dakota,L,Yellow,Summer,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,20,Bank Transfer,Every 3 Months
4.8,62,Male,Sweater,97,Arkansas,S,Gray,Winter,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,37,Venmo,Every 3 Months
3.7,29,Male,Jeans,78,Nebraska,M,Pink,Winter,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,12,PayPal,Every 3 Months
3.2,41,Male,Sunglasses,56,Minnesota,L,Beige,Summer,Yes,Venmo,Express,Express,Yes,Yes,46,PayPal,Every 3 Months
3.9,48,Male,Boots,25,Massachusetts,M,Indigo,Summer,Yes,Venmo,Standard,Standard,Yes,Yes,28,Venmo,Fortnightly
3.5,43,Male,Coat,28,Arkansas,M,Red,Spring,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,30,PayPal,Fortnightly
2.8,34,Male,Shirt,57,New Hampshire,L,Blue,Spring,Yes,Cash,Express,Express,Yes,Yes,28,Cash,Bi-Weekly
2.7,45,Male,Dress,36,Rhode Island,L,Cyan,Fall,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
3.1,65,Male,Shirt,69,New Jersey,S,Violet,Winter,Yes,Venmo,Express,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
3.6,61,Male,Sunglasses,48,Montana,M,Orange,Fall,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,48,Cash,Bi-Weekly
2.9,18,Male,Dress,58,Colorado,L,Maroon,Spring,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,32,Credit Card,Every 3 Months
3.6,47,Male,Sunglasses,24,Nebraska,M,Teal,Spring,Yes,PayPal,Store_Pickup,Store_Pickup,Yes,Yes,28,PayPal,Annually
3.5,56,Male,Sunglasses,31,Minnesota,L,Orange,Winter,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,27,Venmo,Quarterly
3.5,64,Male,Shorts,29,Minnesota,S,Purple,Summer,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,26,Venmo,Bi-Weekly
2.8,26,Male,Jeans,69,South Dakota,M,Orange,Summer,Yes,Bank Transfer,Next_Day_Air,Next_Day_Air,Yes,Yes,22,Credit Card,Fortnightly
4.7,22,Male,T-shirt,79,West Virginia,XL,Yellow,Summer,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
3.1,64,Male,Pants,39,Nevada,M,Charcoal,Summer,Yes,Debit Card,Express,Express,Yes,Yes,21,Debit Card,Quarterly
4.9,21,Male,Sunglasses,84,North Carolina,L,Gray,Fall,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,36,Cash,Weekly
4.1,67,Male,Boots,66,Illinois,S,Charcoal,Spring,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,42,Debit Card,Bi-Weekly
4.7,46,Male,T-shirt,92,Michigan,L,Orange,Fall,Yes,Credit Card,Standard,Standard,Yes,Yes,4,Venmo,Monthly
2.5,40,Male,Sandals,45,Michigan,M,Red,Winter,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,47,Credit Card,Annually
4.4,51,Male,Shorts,74,Oklahoma,L,Gold,Spring,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,13,Bank Transfer,Weekly
3.9,35,Male,Hat,39,South Dakota,L,Brown,Fall,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,8,Bank Transfer,Quarterly
3.7,56,Male,Scarf,71,Oklahoma,M,Olive,Winter,Yes,Bank Transfer,Standard,Standard,Yes,Yes,11,Debit Card,Quarterly
3.4,25,Male,T-shirt,95,Maryland,L,Violet,Fall,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,5,Venmo,Annually
4.8,65,Male,Gloves,72,Ohio,L,Indigo,Fall,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,1,Credit Card,Monthly
4.2,39,Male,Scarf,85,Ohio,L,Yellow,Fall,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,17,PayPal,Every 3 Months
3.4,47,Male,Boots,54,Massachusetts,M,Teal,Fall,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,27,Venmo,Quarterly
2.9,36,Male,Gloves,41,North Carolina,L,Pink,Spring,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,3,Debit Card,Quarterly
3.3,66,Male,Coat,24,Florida,M,Violet,Spring,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,22,PayPal,Weekly
4.8,62,Male,Belt,99,Montana,S,Orange,Summer,Yes,Cash,Standard,Standard,Yes,Yes,24,Cash,Fortnightly
3.8,41,Male,Hoodie,32,Minnesota,M,Red,Fall,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,18,Debit Card,Quarterly
